activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,8116642,[],CHEMBL1962203,GSK_PKIS: MAP4K2 mean inhibition at 1 uM [Nanosyn],B,,,BAO_0000201,BAO_0000357,single protein format,COc1cccc(-n2nc(C)c3c(N/N=C(\C)c4ccncc4)ncnc32)c1,,,CHEMBL1961873,,,,CHEMBL442363,GW809885X,CHEMBL442363,,False,http://qudt.org/vocab/unit#Percent,1583605,=,16,True,=,,Inhibition,%,,0.32,CHEMBL5330,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 2,9606,,,Inhibition,%,UO_0000187,,0.32
,8117038,[],CHEMBL1962203,GSK_PKIS: MAP4K2 mean inhibition at 1 uM [Nanosyn],B,,,BAO_0000201,BAO_0000357,single protein format,Nc1ncc(-c2cccc(S(N)(=O)=O)c2)c2scc(-c3ccc(F)c(Cl)c3)c12,,,CHEMBL1961873,,,,CHEMBL241517,GW856804X,CHEMBL241517,,False,http://qudt.org/vocab/unit#Percent,1583277,=,16,True,=,,Inhibition,%,,31.35,CHEMBL5330,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 2,9606,,,Inhibition,%,UO_0000187,,31.35
,8117209,[],CHEMBL1962203,GSK_PKIS: MAP4K2 mean inhibition at 1 uM [Nanosyn],B,,,BAO_0000201,BAO_0000357,single protein format,CS(=O)(=O)CCNCc1ccoc1-c1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1.Cl,,,CHEMBL1961873,,,,CHEMBL1909388,GW568377A,CHEMBL213822,,False,http://qudt.org/vocab/unit#Percent,1583491,=,16,True,=,,Inhibition,%,,1.42,CHEMBL5330,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 2,9606,,,Inhibition,%,UO_0000187,,1.42
,8117591,[],CHEMBL1962203,GSK_PKIS: MAP4K2 mean inhibition at 1 uM [Nanosyn],B,,,BAO_0000201,BAO_0000357,single protein format,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(OCCNC)cc21.Cl,,,CHEMBL1961873,,,,CHEMBL1909350,GSK-949675A,CHEMBL1098943,,False,http://qudt.org/vocab/unit#Percent,1583426,=,16,True,=,,Inhibition,%,,3.15,CHEMBL5330,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 2,9606,,,Inhibition,%,UO_0000187,,3.15
,8117721,[],CHEMBL1962202,GSK_PKIS: MAP4K2 mean inhibition at 0.1 uM [Nanosyn],B,,,BAO_0000201,BAO_0000357,single protein format,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5ccccc5)c(Cl)c4)c3c2)o1.Cl,,,CHEMBL1961873,,,,CHEMBL529066,GW574783B,CHEMBL380247,,False,http://qudt.org/vocab/unit#Percent,1583498,=,16,True,=,,Inhibition,%,,3.3,CHEMBL5330,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 2,9606,,,Inhibition,%,UO_0000187,,3.3
,8118083,[],CHEMBL1962202,GSK_PKIS: MAP4K2 mean inhibition at 0.1 uM [Nanosyn],B,,,BAO_0000201,BAO_0000357,single protein format,Fc1ccc(-c2ncn(C3CCNCC3)c2-c2ccnc(Oc3ccc(F)c(F)c3)n2)cc1,,,CHEMBL1961873,,,,CHEMBL1785004,,CHEMBL1785004,,False,http://qudt.org/vocab/unit#Percent,1583301,=,16,True,=,,Inhibition,%,,1.35,CHEMBL5330,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 2,9606,,,Inhibition,%,UO_0000187,,1.35
,8118423,[],CHEMBL1962202,GSK_PKIS: MAP4K2 mean inhibition at 0.1 uM [Nanosyn],B,,,BAO_0000201,BAO_0000357,single protein format,COc1c(C(N)=O)cc(-c2ccc(Cl)cc2)cc1-c1ccc(S(N)(=O)=O)cc1,,,CHEMBL1961873,,,,CHEMBL268885,GSK-711701A,CHEMBL268885,,False,http://qudt.org/vocab/unit#Percent,1583422,=,16,True,=,,Inhibition,%,,0.59,CHEMBL5330,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 2,9606,,,Inhibition,%,UO_0000187,,0.59
,8118595,[],CHEMBL1962203,GSK_PKIS: MAP4K2 mean inhibition at 1 uM [Nanosyn],B,,,BAO_0000201,BAO_0000357,single protein format,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(C(F)(F)F)c5)cc4)c3c2)o1.Cl,,,CHEMBL1961873,,,,CHEMBL1909387,GW567808A,CHEMBL214419,,False,http://qudt.org/vocab/unit#Percent,1583489,=,16,True,=,,Inhibition,%,,2.32,CHEMBL5330,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 2,9606,,,Inhibition,%,UO_0000187,,2.32
,8118955,[],CHEMBL1962203,GSK_PKIS: MAP4K2 mean inhibition at 1 uM [Nanosyn],B,,,BAO_0000201,BAO_0000357,single protein format,Fc1cccc(COc2ccc(Nc3ncnc4sc(-c5ccco5)cc34)cc2Cl)c1,,,CHEMBL1961873,,,,CHEMBL514938,GSK-969786A,CHEMBL514938,,False,http://qudt.org/vocab/unit#Percent,1583428,=,16,True,=,,Inhibition,%,,3.87,CHEMBL5330,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 2,9606,,,Inhibition,%,UO_0000187,,3.87
,8119226,[],CHEMBL1962202,GSK_PKIS: MAP4K2 mean inhibition at 0.1 uM [Nanosyn],B,,,BAO_0000201,BAO_0000357,single protein format,COc1cc(C)c(NC(=O)CN(C)C)cc1Nc1nc(Nc2cccc(F)c2C(N)=O)c2cc[nH]c2n1,,,CHEMBL1961873,,,,CHEMBL511765,GSK-2213727A,CHEMBL511765,,False,http://qudt.org/vocab/unit#Percent,1583390,=,16,True,=,,Inhibition,%,,9.71,CHEMBL5330,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 2,9606,,,Inhibition,%,UO_0000187,,9.71
,8119385,[],CHEMBL1962203,GSK_PKIS: MAP4K2 mean inhibition at 1 uM [Nanosyn],B,,,BAO_0000201,BAO_0000357,single protein format,Cl.Nc1ncnc2occ(-c3ccc(NC(=O)Nc4cc(C(F)(F)F)ccc4F)cc3)c12,,,CHEMBL1961873,,,,CHEMBL588025,GW770249A,CHEMBL247228,,False,http://qudt.org/vocab/unit#Percent,1583570,=,16,True,=,,Inhibition,%,,66.34,CHEMBL5330,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 2,9606,,,Inhibition,%,UO_0000187,,66.34
,8119776,[],CHEMBL1962203,GSK_PKIS: MAP4K2 mean inhibition at 1 uM [Nanosyn],B,,,BAO_0000201,BAO_0000357,single protein format,CC(=O)Nc1cccc(C#Cc2cncnc2Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)n1,,,CHEMBL1961873,,,,CHEMBL205765,GW794726X,CHEMBL205765,,False,http://qudt.org/vocab/unit#Percent,1583591,=,16,True,=,,Inhibition,%,,2.04,CHEMBL5330,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 2,9606,,,Inhibition,%,UO_0000187,,2.04
,8119895,[],CHEMBL1962202,GSK_PKIS: MAP4K2 mean inhibition at 0.1 uM [Nanosyn],B,,,BAO_0000201,BAO_0000357,single protein format,CS(=O)(=O)CCNCc1nc(-c2ccc3ncnc(Nc4ccc(F)c(Cl)c4)c3c2)cs1.Cl,,,CHEMBL1961873,,,,CHEMBL1909355,GW461104A,CHEMBL516375,,False,http://qudt.org/vocab/unit#Percent,1583482,=,16,True,=,,Inhibition,%,,1.34,CHEMBL5330,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 2,9606,,,Inhibition,%,UO_0000187,,1.34
,8120119,[],CHEMBL1962203,GSK_PKIS: MAP4K2 mean inhibition at 1 uM [Nanosyn],B,,,BAO_0000201,BAO_0000357,single protein format,CS(=O)(=O)CCNCc1nc(-c2ccc3ncnc(Nc4ccc(F)c(Cl)c4)c3c2)cs1.Cl,,,CHEMBL1961873,,,,CHEMBL1909355,GW461104A,CHEMBL516375,,False,http://qudt.org/vocab/unit#Percent,1583482,=,16,True,=,,Inhibition,%,,2.52,CHEMBL5330,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 2,9606,,,Inhibition,%,UO_0000187,,2.52
,8120258,[],CHEMBL1962202,GSK_PKIS: MAP4K2 mean inhibition at 0.1 uM [Nanosyn],B,,,BAO_0000201,BAO_0000357,single protein format,Cc1ccc2c(-c3ccnc(Nc4ccc5c(c4)OCCO5)n3)c(-c3ccc(C(F)(F)F)cc3)nn2n1,,,CHEMBL1961873,,,,CHEMBL188247,GW832467X,CHEMBL188247,,False,http://qudt.org/vocab/unit#Percent,1583269,=,16,True,=,,Inhibition,%,,1.07,CHEMBL5330,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 2,9606,,,Inhibition,%,UO_0000187,,1.07
,8120418,[],CHEMBL1962203,GSK_PKIS: MAP4K2 mean inhibition at 1 uM [Nanosyn],B,,,BAO_0000201,BAO_0000357,single protein format,CC(C)(CO)CNC(=O)c1ccc2c(c1)/C(=N/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,,,CHEMBL1961873,,,,CHEMBL410072,GW301784X,CHEMBL410072,,False,http://qudt.org/vocab/unit#Percent,1583449,=,16,True,=,,Inhibition,%,,3.15,CHEMBL5330,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 2,9606,,,Inhibition,%,UO_0000187,,3.15
,8120642,[],CHEMBL1962202,GSK_PKIS: MAP4K2 mean inhibition at 0.1 uM [Nanosyn],B,,,BAO_0000201,BAO_0000357,single protein format,Cl.O=C(O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc5c(cnn5Cc5ccccc5)c4)c3s2)C1)N1CCOCC1,,,CHEMBL1961873,,,,CHEMBL1909408,GSK-200398A,CHEMBL507821,,False,http://qudt.org/vocab/unit#Percent,1583385,=,16,True,=,,Inhibition,%,,0.52,CHEMBL5330,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 2,9606,,,Inhibition,%,UO_0000187,,0.52
,8120843,[],CHEMBL1962203,GSK_PKIS: MAP4K2 mean inhibition at 1 uM [Nanosyn],B,,,BAO_0000201,BAO_0000357,single protein format,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc(OC3CCNCC3)c21.O=C(O)C(F)(F)F,,,CHEMBL1961873,,,,CHEMBL1794066,GSK-619487A,CHEMBL522857,,False,http://qudt.org/vocab/unit#Percent,1583418,=,16,True,=,,Inhibition,%,,3.12,CHEMBL5330,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 2,9606,,,Inhibition,%,UO_0000187,,3.12
,8120971,[],CHEMBL1962202,GSK_PKIS: MAP4K2 mean inhibition at 0.1 uM [Nanosyn],B,,,BAO_0000201,BAO_0000357,single protein format,CC(C)c1ccc2c(c1)NC(=O)/C2=N/Nc1ccc(S(N)(=O)=O)cc1,,,CHEMBL1961873,,,,CHEMBL271594,GW300653X,CHEMBL271594,,False,http://qudt.org/vocab/unit#Percent,1583446,=,16,True,=,,Inhibition,%,,2.41,CHEMBL5330,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 2,9606,,,Inhibition,%,UO_0000187,,2.41
,8121195,[],CHEMBL1962203,GSK_PKIS: MAP4K2 mean inhibition at 1 uM [Nanosyn],B,,,BAO_0000201,BAO_0000357,single protein format,CC(C)c1ccc2c(c1)NC(=O)/C2=N/Nc1ccc(S(N)(=O)=O)cc1,,,CHEMBL1961873,,,,CHEMBL271594,GW300653X,CHEMBL271594,,False,http://qudt.org/vocab/unit#Percent,1583446,=,16,True,=,,Inhibition,%,,2.01,CHEMBL5330,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 2,9606,,,Inhibition,%,UO_0000187,,2.01
,8121367,[],CHEMBL1962202,GSK_PKIS: MAP4K2 mean inhibition at 0.1 uM [Nanosyn],B,,,BAO_0000201,BAO_0000357,single protein format,O=C(O)C(F)(F)F.O=C(O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(Cc5ccccc5)cc4)c3s2)C1)N1CCOCC1,,,CHEMBL1961873,,,,CHEMBL1909409,GSK-238583A,CHEMBL455434,,False,http://qudt.org/vocab/unit#Percent,1583396,=,16,True,=,,Inhibition,%,,0.39,CHEMBL5330,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 2,9606,,,Inhibition,%,UO_0000187,,0.39
,8121534,[],CHEMBL1962202,GSK_PKIS: MAP4K2 mean inhibition at 0.1 uM [Nanosyn],B,,,BAO_0000201,BAO_0000357,single protein format,Cl.NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3cccc(CCc4ccncc4)c32)cc1,,,CHEMBL1961873,,,,CHEMBL1909399,GW352430A,CHEMBL1794054,,False,http://qudt.org/vocab/unit#Percent,1583455,=,16,True,=,,Inhibition,%,,1.75,CHEMBL5330,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 2,9606,,,Inhibition,%,UO_0000187,,1.75
,8121758,[],CHEMBL1962203,GSK_PKIS: MAP4K2 mean inhibition at 1 uM [Nanosyn],B,,,BAO_0000201,BAO_0000357,single protein format,Cl.NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3cccc(CCc4ccncc4)c32)cc1,,,CHEMBL1961873,,,,CHEMBL1909399,GW352430A,CHEMBL1794054,,False,http://qudt.org/vocab/unit#Percent,1583455,=,16,True,=,,Inhibition,%,,3.46,CHEMBL5330,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 2,9606,,,Inhibition,%,UO_0000187,,3.46
,8121921,[],CHEMBL1962202,GSK_PKIS: MAP4K2 mean inhibition at 0.1 uM [Nanosyn],B,,,BAO_0000201,BAO_0000357,single protein format,NC(=O)c1sc(-n2cnc3ccccc32)cc1OCc1ccccc1Br,,,CHEMBL1961873,,,,CHEMBL518953,GSK-1023156A,CHEMBL518953,,False,http://qudt.org/vocab/unit#Percent,1583369,=,16,True,=,,Inhibition,%,,2.47,CHEMBL5330,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 2,9606,,,Inhibition,%,UO_0000187,,2.47
,8122042,[],CHEMBL1962203,GSK_PKIS: MAP4K2 mean inhibition at 1 uM [Nanosyn],B,,,BAO_0000201,BAO_0000357,single protein format,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5ccccc5)c(Cl)c4)c3c2)o1.Cl,,,CHEMBL1961873,,,,CHEMBL529066,GW574783B,CHEMBL380247,,False,http://qudt.org/vocab/unit#Percent,1583498,=,16,True,=,,Inhibition,%,,7.74,CHEMBL5330,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 2,9606,,,Inhibition,%,UO_0000187,,7.74
,8122266,[],CHEMBL1962202,GSK_PKIS: MAP4K2 mean inhibition at 0.1 uM [Nanosyn],B,,,BAO_0000201,BAO_0000357,single protein format,Nc1ncnc2occ(-c3ccc(NC(=O)Nc4cc(C(F)(F)F)ccc4F)cc3)c12,,,CHEMBL1961873,,,,CHEMBL247228,GW770249X,CHEMBL247228,,False,http://qudt.org/vocab/unit#Percent,1583571,=,16,True,=,,Inhibition,%,,34.36,CHEMBL5330,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 2,9606,,,Inhibition,%,UO_0000187,,34.36
,8122404,[],CHEMBL1962203,GSK_PKIS: MAP4K2 mean inhibition at 1 uM [Nanosyn],B,,,BAO_0000201,BAO_0000357,single protein format,Fc1ccc(-c2ncn(C3CCNCC3)c2-c2ccnc(Oc3ccc(F)c(F)c3)n2)cc1,,,CHEMBL1961873,,,,CHEMBL1785004,,CHEMBL1785004,,False,http://qudt.org/vocab/unit#Percent,1583301,=,16,True,=,,Inhibition,%,,3.76,CHEMBL5330,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 2,9606,,,Inhibition,%,UO_0000187,,3.76
,8122748,[],CHEMBL1962203,GSK_PKIS: MAP4K2 mean inhibition at 1 uM [Nanosyn],B,,,BAO_0000201,BAO_0000357,single protein format,COc1c(C(N)=O)cc(-c2ccc(Cl)cc2)cc1-c1ccc(S(N)(=O)=O)cc1,,,CHEMBL1961873,,,,CHEMBL268885,GSK-711701A,CHEMBL268885,,False,http://qudt.org/vocab/unit#Percent,1583422,=,16,True,=,,Inhibition,%,,2.11,CHEMBL5330,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 2,9606,,,Inhibition,%,UO_0000187,,2.11
,8122915,[],CHEMBL1962202,GSK_PKIS: MAP4K2 mean inhibition at 0.1 uM [Nanosyn],B,,,BAO_0000201,BAO_0000357,single protein format,Fc1ccc(-c2ncn(C3CCNCC3)c2-c2ccnc(Oc3cccc(F)c3)n2)cc1,,,CHEMBL1961873,,,,CHEMBL14014,,CHEMBL14014,,False,http://qudt.org/vocab/unit#Percent,1583298,=,16,True,=,,Inhibition,%,,-0.26,CHEMBL5330,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 2,9606,,,Inhibition,%,UO_0000187,,-0.26
,8123139,[],CHEMBL1962203,GSK_PKIS: MAP4K2 mean inhibition at 1 uM [Nanosyn],B,,,BAO_0000201,BAO_0000357,single protein format,Fc1ccc(-c2ncn(C3CCNCC3)c2-c2ccnc(Oc3cccc(F)c3)n2)cc1,,,CHEMBL1961873,,,,CHEMBL14014,,CHEMBL14014,,False,http://qudt.org/vocab/unit#Percent,1583298,=,16,True,=,,Inhibition,%,,3.59,CHEMBL5330,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 2,9606,,,Inhibition,%,UO_0000187,,3.59
,8123281,[],CHEMBL1962202,GSK_PKIS: MAP4K2 mean inhibition at 0.1 uM [Nanosyn],B,,,BAO_0000201,BAO_0000357,single protein format,COc1cc2ncn(-c3cc(OCc4ccccc4C(F)(F)F)c(C(N)=O)s3)c2cc1OC,,,CHEMBL1961873,,,,CHEMBL514499,GW843682X,CHEMBL514499,,False,http://qudt.org/vocab/unit#Percent,1583272,=,16,True,=,,Inhibition,%,,4.53,CHEMBL5330,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 2,9606,,,Inhibition,%,UO_0000187,,4.53
,8123559,[],CHEMBL1962203,GSK_PKIS: MAP4K2 mean inhibition at 1 uM [Nanosyn],B,,,BAO_0000201,BAO_0000357,single protein format,COc1cc(C)c(NC(=O)CN(C)C)cc1Nc1nc(Nc2cccc(F)c2C(N)=O)c2cc[nH]c2n1,,,CHEMBL1961873,,,,CHEMBL511765,GSK-2213727A,CHEMBL511765,,False,http://qudt.org/vocab/unit#Percent,1583390,=,16,True,=,,Inhibition,%,,43.89,CHEMBL5330,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 2,9606,,,Inhibition,%,UO_0000187,,43.89
,8123709,[],CHEMBL1962202,GSK_PKIS: MAP4K2 mean inhibition at 0.1 uM [Nanosyn],B,,,BAO_0000201,BAO_0000357,single protein format,COc1cc(C=NNc2ncnc3c2cnn3-c2ccccc2)ccc1O,,,CHEMBL1961873,,,,CHEMBL1789961,GW513184X,CHEMBL1789961,,False,http://qudt.org/vocab/unit#Percent,1583483,=,16,True,=,,Inhibition,%,,4.63,CHEMBL5330,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 2,9606,,,Inhibition,%,UO_0000187,,4.63
,8123933,[],CHEMBL1962203,GSK_PKIS: MAP4K2 mean inhibition at 1 uM [Nanosyn],B,,,BAO_0000201,BAO_0000357,single protein format,COc1cc(C=NNc2ncnc3c2cnn3-c2ccccc2)ccc1O,,,CHEMBL1961873,,,,CHEMBL1789961,GW513184X,CHEMBL1789961,,False,http://qudt.org/vocab/unit#Percent,1583483,=,16,True,=,,Inhibition,%,,19.31,CHEMBL5330,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 2,9606,,,Inhibition,%,UO_0000187,,19.31
,8124100,[],CHEMBL1962202,GSK_PKIS: MAP4K2 mean inhibition at 0.1 uM [Nanosyn],B,,,BAO_0000201,BAO_0000357,single protein format,COc1cccc(-n2cnc3c(N/N=C/c4ccncc4)ncnc32)c1,,,CHEMBL1961873,,,,CHEMBL204934,GW813360X,CHEMBL204934,,False,http://qudt.org/vocab/unit#Percent,1583611,=,16,True,=,,Inhibition,%,,1.19,CHEMBL5330,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 2,9606,,,Inhibition,%,UO_0000187,,1.19
,8124443,[],CHEMBL1962202,GSK_PKIS: MAP4K2 mean inhibition at 0.1 uM [Nanosyn],B,,,BAO_0000201,BAO_0000357,single protein format,COc1cccc(Nc2nccc(-c3cnn4ncccc34)n2)c1,,,CHEMBL1961873,,,,CHEMBL187081,PYRAZOLOPYRIDAZINE 1,CHEMBL187081,,False,http://qudt.org/vocab/unit#Percent,1583608,=,16,True,=,,Inhibition,%,,17.09,CHEMBL5330,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 2,9606,,,Inhibition,%,UO_0000187,,17.09
,8124582,[],CHEMBL1962203,GSK_PKIS: MAP4K2 mean inhibition at 1 uM [Nanosyn],B,,,BAO_0000201,BAO_0000357,single protein format,Cc1ccc2c(-c3ccnc(Nc4ccc5c(c4)OCCO5)n3)c(-c3ccc(C(F)(F)F)cc3)nn2n1,,,CHEMBL1961873,,,,CHEMBL188247,GW832467X,CHEMBL188247,,False,http://qudt.org/vocab/unit#Percent,1583269,=,16,True,=,,Inhibition,%,,2.41,CHEMBL5330,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 2,9606,,,Inhibition,%,UO_0000187,,2.41
,8124971,[],CHEMBL1962203,GSK_PKIS: MAP4K2 mean inhibition at 1 uM [Nanosyn],B,,,BAO_0000201,BAO_0000357,single protein format,Cl.O=C(O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc5c(cnn5Cc5ccccc5)c4)c3s2)C1)N1CCOCC1,,,CHEMBL1961873,,,,CHEMBL1909408,GSK-200398A,CHEMBL507821,,False,http://qudt.org/vocab/unit#Percent,1583385,=,16,True,=,,Inhibition,%,,2.14,CHEMBL5330,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 2,9606,,,Inhibition,%,UO_0000187,,2.14
,8125172,[],CHEMBL1962202,GSK_PKIS: MAP4K2 mean inhibition at 0.1 uM [Nanosyn],B,,,BAO_0000201,BAO_0000357,single protein format,CCc1ccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)cc1,,,CHEMBL1961873,,,,CHEMBL428877,,CHEMBL428877,,False,http://qudt.org/vocab/unit#Percent,1583294,=,16,True,=,,Inhibition,%,,1.71,CHEMBL5330,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 2,9606,,,Inhibition,%,UO_0000187,,1.71
,8125526,[],CHEMBL1962202,GSK_PKIS: MAP4K2 mean inhibition at 0.1 uM [Nanosyn],B,,,BAO_0000201,BAO_0000357,single protein format,O=C(Nc1n[nH]c2nnc(-c3cccnc3)cc12)C1CC1.O=C(O)C(F)(F)F,,,CHEMBL1961873,,,,CHEMBL1909343,,CHEMBL35785,,False,http://qudt.org/vocab/unit#Percent,1583330,=,16,True,=,,Inhibition,%,,0.63,CHEMBL5330,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 2,9606,,,Inhibition,%,UO_0000187,,0.63
,8125694,[],CHEMBL1962203,GSK_PKIS: MAP4K2 mean inhibition at 1 uM [Nanosyn],B,,,BAO_0000201,BAO_0000357,single protein format,O=C(O)C(F)(F)F.O=C(O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(Cc5ccccc5)cc4)c3s2)C1)N1CCOCC1,,,CHEMBL1961873,,,,CHEMBL1909409,GSK-238583A,CHEMBL455434,,False,http://qudt.org/vocab/unit#Percent,1583396,=,16,True,=,,Inhibition,%,,0.86,CHEMBL5330,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 2,9606,,,Inhibition,%,UO_0000187,,0.86
,8126082,[],CHEMBL1962202,GSK_PKIS: MAP4K2 mean inhibition at 0.1 uM [Nanosyn],B,,,BAO_0000201,BAO_0000357,single protein format,CCN1CCC(C(=O)Nc2n[nH]c3nnc(-c4cccc(F)c4F)cc23)CC1.Cl,,,CHEMBL1961873,,,,CHEMBL1909345,,CHEMBL39300,,False,http://qudt.org/vocab/unit#Percent,1583333,=,16,True,=,,Inhibition,%,,2.45,CHEMBL5330,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 2,9606,,,Inhibition,%,UO_0000187,,2.45
,8126246,[],CHEMBL1962203,GSK_PKIS: MAP4K2 mean inhibition at 1 uM [Nanosyn],B,,,BAO_0000201,BAO_0000357,single protein format,NC(=O)c1sc(-n2cnc3ccccc32)cc1OCc1ccccc1Br,,,CHEMBL1961873,,,,CHEMBL518953,GSK-1023156A,CHEMBL518953,,False,http://qudt.org/vocab/unit#Percent,1583369,=,16,True,=,,Inhibition,%,,8.46,CHEMBL5330,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 2,9606,,,Inhibition,%,UO_0000187,,8.46
,8126585,[],CHEMBL1962203,GSK_PKIS: MAP4K2 mean inhibition at 1 uM [Nanosyn],B,,,BAO_0000201,BAO_0000357,single protein format,Nc1ncnc2occ(-c3ccc(NC(=O)Nc4cc(C(F)(F)F)ccc4F)cc3)c12,,,CHEMBL1961873,,,,CHEMBL247228,GW770249X,CHEMBL247228,,False,http://qudt.org/vocab/unit#Percent,1583571,=,16,True,=,,Inhibition,%,,65.54,CHEMBL5330,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 2,9606,,,Inhibition,%,UO_0000187,,65.54
,8126721,[],CHEMBL1962202,GSK_PKIS: MAP4K2 mean inhibition at 0.1 uM [Nanosyn],B,,,BAO_0000201,BAO_0000357,single protein format,NS(=O)(=O)c1ccc(N/C=C2\C(=O)Nc3ccc4ncsc4c32)cc1,,,CHEMBL1961873,,,,CHEMBL271595,GW297361X,CHEMBL271595,,False,http://qudt.org/vocab/unit#Percent,1583445,=,16,True,=,,Inhibition,%,,12.75,CHEMBL5330,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 2,9606,,,Inhibition,%,UO_0000187,,12.75
,8126945,[],CHEMBL1962203,GSK_PKIS: MAP4K2 mean inhibition at 1 uM [Nanosyn],B,,,BAO_0000201,BAO_0000357,single protein format,NS(=O)(=O)c1ccc(N/C=C2\C(=O)Nc3ccc4ncsc4c32)cc1,,,CHEMBL1961873,,,,CHEMBL271595,GW297361X,CHEMBL271595,,False,http://qudt.org/vocab/unit#Percent,1583445,=,16,True,=,,Inhibition,%,,52.08,CHEMBL5330,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 2,9606,,,Inhibition,%,UO_0000187,,52.08
,8127067,[],CHEMBL1962202,GSK_PKIS: MAP4K2 mean inhibition at 0.1 uM [Nanosyn],B,,,BAO_0000201,BAO_0000357,single protein format,Fc1ccc(-c2ncn(C3CCNCC3)c2-c2ccnc(Oc3ccc(Oc4ccccc4)cc3)n2)cc1,,,CHEMBL1961873,,,,CHEMBL13868,,CHEMBL13868,,False,http://qudt.org/vocab/unit#Percent,1583296,=,16,True,=,,Inhibition,%,,2.54,CHEMBL5330,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 2,9606,,,Inhibition,%,UO_0000187,,2.54
